neighborhood	ID	page	old_streetname	old_number	old_letter	new_number	new_letter	new_streetname	PDF Page	Remarks
Stadtbezirk obenaus	2516	6	Länggass-Drittel	175	m	23	a	Stadtbachstrasse	33	
Stadtbezirk obenaus	2517	7	Länggass-Drittel	176	a	6		Stadtbachstrasse	34	
Stadtbezirk obenaus	2518	7	Länggass-Drittel	176	a	6	a	Stadtbachstrasse	34	
Stadtbezirk obenaus	2519	7	Länggass-Drittel	176	b	8		Stadtbachstrasse	34	
Stadtbezirk obenaus	2520	7	Länggass-Drittel	176	c	10		Stadtbachstrasse	34	
Stadtbezirk obenaus	2521	7	Länggass-Drittel	176	c	10	a	Stadtbachstrasse	34	
Stadtbezirk obenaus	2522	7	Länggass-Drittel	176	d	12		Stadtbachstrasse	34	
Stadtbezirk obenaus	2523	7	Länggass-Drittel	176	e	3		Pavillonweg	34	
Stadtbezirk obenaus	2524	7	Länggass-Drittel	176	f	5		Pavillonweg	34	
Stadtbezirk obenaus	2525	7	Länggass-Drittel	176	g	7		Pavillonweg	34	
Stadtbezirk obenaus	2526	7	Länggass-Drittel	176	h	9		Pavillonweg	34	
Stadtbezirk obenaus	2527	7	Länggass-Drittel	176	i	11		Pavillonweg	34	
Stadtbezirk obenaus	2528	7	Länggass-Drittel	176	k	13		Pavillonweg	34	
Stadtbezirk obenaus	2529	7	Länggass-Drittel	176	k	10		Pavillonweg	34	
Stadtbezirk obenaus	2530	7	Länggass-Drittel	176	l	14		Schanzeneckweg	34	
Stadtbezirk obenaus	2531	7	Länggass-Drittel	176	m	17		Schanzeneckweg	34	
Stadtbezirk obenaus	2532	7	Länggass-Drittel	176	o	7		Schanzeneckweg	34	
Stadtbezirk obenaus	2533	7	Länggass-Drittel	176	n	8	a	Stadtbachstrasse	34	
Stadtbezirk obenaus	2534	7	Länggass-Drittel	176	p	9		Schanzeneckweg	34	
Stadtbezirk obenaus	2535	7	Länggass-Drittel	176	q	11		Schanzeneckweg	34	
Stadtbezirk obenaus	2536	7	Länggass-Drittel	176	r	13		Schanzeneckweg	34	
Stadtbezirk obenaus	2537	7	Länggass-Drittel	176	s	1		Mauerrain	34	
Stadtbezirk obenaus	2538	7	Länggass-Drittel	176	s	3		Mauerrain	34	
Stadtbezirk obenaus	2539	7	Länggass-Drittel	176	s	3	a	Mauerrain	34	
Stadtbezirk obenaus	2540	7	Länggass-Drittel	176	t	10		Terrassenweg	34	
Stadtbezirk obenaus	2541	7	Länggass-Drittel	176	t	10	a	Terrassenweg	34	
Stadtbezirk obenaus	2542	7	Länggass-Drittel	176	t	6		Terrassenweg	34	
Stadtbezirk obenaus	2543	7	Länggass-Drittel	176	t	6		Terrassenweg	34	
Stadtbezirk obenaus	2544	7	Länggass-Drittel	176	u	12		Terrassenweg	34	
Stadtbezirk obenaus	2545	7	Länggass-Drittel	176	v	14		Terrassenweg	34	
Stadtbezirk obenaus	2546	7	Länggass-Drittel	176	w	16		Terrassenweg	34	
Stadtbezirk obenaus	2547	7	Länggass-Drittel	176	w	18		Terrassenweg	34	
Stadtbezirk obenaus	2548	7	Länggass-Drittel	176	w	20		Terrassenweg	34	
Stadtbezirk obenaus	2549	7	Länggass-Drittel	176	w	20	a	Terrassenweg	34	
Stadtbezirk obenaus	2550	7	Länggass-Drittel	176	x	14		Pavillonweg	34	
Stadtbezirk obenaus	2551	7	Länggass-Drittel	176	y	19		Schanzeneckweg	34	
Stadtbezirk obenaus	2552	7	Länggass-Drittel	176	z	8		Pavillonweg	34	
Stadtbezirk obenaus	2553	7	Länggass-Drittel	177	a	36		Stadtbachstrasse	34	
Stadtbezirk obenaus	2554	7	Länggass-Drittel	177	c	36	a	Stadtbachstrasse	34	
Stadtbezirk obenaus	2555	7	Länggass-Drittel	177	b	38		Stadtbachstrasse	34	
Stadtbezirk obenaus	2556	7	Länggass-Drittel	177	g	38	a	Stadtbachstrasse	34	
Stadtbezirk obenaus	2557	7	Länggass-Drittel	177	e	25		Schanzeneckweg	34	
Stadtbezirk obenaus	2558	7	Länggass-Drittel	177	e	25	a	Schanzeneckweg	34	
Stadtbezirk obenaus	2559	7	Länggass-Drittel	177	f	27		Stadtbachstrasse	34	
Stadtbezirk obenaus	2560	7	Länggass-Drittel	177	h	26		Wildhainweg	34	
Stadtbezirk obenaus	2561	7	Länggass-Drittel	177	i	7		Stadtbachstrasse	34	
Stadtbezirk obenaus	2562	7	Länggass-Drittel	178		46		Stadtbachstrasse	34	
Stadtbezirk obenaus	2563	7	Länggass-Drittel	178	a	48		Stadtbachstrasse	34	
Stadtbezirk obenaus	2564	7	Länggass-Drittel	178	b	42		Stadtbachstrasse	34	
Stadtbezirk obenaus	2565	7	Länggass-Drittel	178	i	42	a	Stadtbachstrasse	34	
Stadtbezirk obenaus	2566	7	Länggass-Drittel	178	c	44		Stadtbachstrasse	34	
Stadtbezirk obenaus	2567	7	Länggass-Drittel	178	d	8		Wildhainweg	34	
Stadtbezirk obenaus	2568	7	Länggass-Drittel	178	e	50		Stadtbachstrasse	34	
Stadtbezirk obenaus	2569	7	Länggass-Drittel	178	e	50	a	Stadtbachstrasse	34	
Stadtbezirk obenaus	2570	7	Länggass-Drittel	178	f	19		Wildhainweg	34	
Stadtbezirk obenaus	2571	7	Länggass-Drittel	178	k	19	a	Wildhainweg	34	
Stadtbezirk obenaus	2572	7	Länggass-Drittel	178	g	16		Wildhainweg	34	
Stadtbezirk obenaus	2573	7	Länggass-Drittel	178	h	16	a	Wildhainweg	34	
Stadtbezirk obenaus	2574	7	Länggass-Drittel	178	m	4		Wildhainweg	34	
Stadtbezirk obenaus	2575	7	Länggass-Drittel	178	o	12	a	Wildhainweg	34	
Stadtbezirk obenaus	2576	7	Länggass-Drittel	178	l	12		Wildhainweg	34	
Stadtbezirk obenaus	2577	7	Länggass-Drittel	179	a	58		Stadtbachstrasse	34	
Stadtbezirk obenaus	2578	7	Länggass-Drittel	179	b	56		Stadtbachstrasse	34	
Stadtbezirk obenaus	2579	7	Länggass-Drittel	179	c	54		Stadtbachstrasse	34	
Stadtbezirk obenaus	2580	7	Länggass-Drittel	180	a	31		Stadtbachstrasse	34	
Stadtbezirk obenaus	2581	7	Länggass-Drittel	180	a	31	a	Stadtbachstrasse	34	
Stadtbezirk obenaus	2582	7	Länggass-Drittel	180	a	31	c	Stadtbachstrasse	34	
Stadtbezirk obenaus	2583	7	Länggass-Drittel	180	b	31	b	Stadtbachstrasse	34	
Stadtbezirk obenaus	2584	7	Länggass-Drittel	181	a	66		Stadtbachstrasse	34	
Stadtbezirk obenaus	2585	7	Länggass-Drittel	181	a	66	b	Stadtbachstrasse	34	
Stadtbezirk obenaus	2586	7	Länggass-Drittel	181	b	66	a	Stadtbachstrasse	34	
Stadtbezirk obenaus	2587	7	Länggass-Drittel	183	a	78		Stadtbachstrasse	34	
Stadtbezirk obenaus	2588	7	Länggass-Drittel	183	a	78	a	Stadtbachstrasse	34	
Stadtbezirk obenaus	2589	7	Länggass-Drittel	183	a	78	b	Stadtbachstrasse	34	
Stadtbezirk obenaus	2590	7	Länggass-Drittel	183	b	3		Niesenweg	34	
Stadtbezirk obenaus	2591	7	Länggass-Drittel	183	c	1		Lindenrain	34	
Stadtbezirk obenaus	2592	7	Länggass-Drittel	183	d	1	a	Stadtbachstrasse	34	
Stadtbezirk obenaus	2593	7	Länggass-Drittel	183	d	74		Stadtbachstrasse	34	Doubt in record
Stadtbezirk obenaus	2594	7	Länggass-Drittel	183	e	3		Lindenrain	34	
Stadtbezirk obenaus	2595	7	Länggass-Drittel	183	f	5		Lindenrain	34	
Stadtbezirk obenaus	2596	7	Länggass-Drittel	183	h	1		Niesenweg	34	
Stadtbezirk obenaus	2597	7	Länggass-Drittel	183	i	1	a	Niesenweg	34	
Stadtbezirk obenaus	2598	7	Länggass-Drittel	184	a	2		Murtenstrasse	34	
Stadtbezirk obenaus	2599	7	Länggass-Drittel	184	b	4		Murtenstrasse	34	
Stadtbezirk obenaus	2600	7	Länggass-Drittel	184	c	20		Murtenstrasse	34	
Stadtbezirk obenaus	2601	7	Länggass-Drittel	184	c	20	a	Murtenstrasse	34	
Stadtbezirk obenaus	2602	7	Länggass-Drittel	184	d	22		Murtenstrasse	34	
Stadtbezirk obenaus	2603	7	Länggass-Drittel	184	e	24		Murtenstrasse	34	
Stadtbezirk obenaus	2604	7	Länggass-Drittel	184	t	24	a	Murtenstrasse	34	
Stadtbezirk obenaus	2605	7	Länggass-Drittel	184	f	26		Murtenstrasse	34	
Stadtbezirk obenaus	2606	7	Länggass-Drittel	184	g	28		Murtenstrasse	34	
Stadtbezirk obenaus	2607	7	Länggass-Drittel	184	h	30		Murtenstrasse	34	
Stadtbezirk obenaus	2608	7	Länggass-Drittel	184	i	36		Murtenstrasse	34	
Stadtbezirk obenaus	2609	7	Länggass-Drittel	184	k	48		Murtenstrasse	34	
Stadtbezirk obenaus	2610	7	Länggass-Drittel	184	l	48	a	Murtenstrasse	34	
Stadtbezirk obenaus	2611	7	Länggass-Drittel	184	u	48	b	Murtenstrasse	34	
Stadtbezirk obenaus	2612	7	Länggass-Drittel	184	o	46		Murtenstrasse	34	
Stadtbezirk obenaus	2613	7	Länggass-Drittel	184	p	40		Murtenstrasse	34	
Stadtbezirk obenaus	2614	7	Länggass-Drittel	184	q	42		Murtenstrasse	34	
Stadtbezirk obenaus	2615	7	Länggass-Drittel	184	r	38	a	Murtenstrasse	34	
Stadtbezirk obenaus	2616	7	Länggass-Drittel	184	r	38		Murtenstrasse	34	
Stadtbezirk obenaus	2617	7	Länggass-Drittel	184	v	16		Murtenstrasse	34	
Stadtbezirk obenaus	2618	7	Länggass-Drittel	184	w	16	a	Murtenstrasse	34	
Stadtbezirk obenaus	2619	7	Länggass-Drittel	184	x	10		Murtenstrasse	34	
Stadtbezirk obenaus	2620	7	Länggass-Drittel	185	e	52		Murtenstrasse	34	
Stadtbezirk obenaus	2621	7	Länggass-Drittel	185	f	52		Murtenstrasse	34	
Stadtbezirk obenaus	2622	7	Länggass-Drittel	185	p	50		Murtenstrasse	34	
Stadtbezirk obenaus	2623	7	Länggass-Drittel	185	g	56		Murtenstrasse	34	
Stadtbezirk obenaus	2624	7	Länggass-Drittel	185	h	58		Murtenstrasse	34	
Stadtbezirk obenaus	2625	7	Länggass-Drittel	185	i	60		Murtenstrasse	34	
Stadtbezirk obenaus	2626	7	Länggass-Drittel	185	p	62		Murtenstrasse	34	
Stadtbezirk obenaus	2627	7	Länggass-Drittel	185	k	66		Murtenstrasse	34	
Stadtbezirk obenaus	2628	7	Länggass-Drittel	185	m	72		Murtenstrasse	34	
Stadtbezirk obenaus	2629	7	Länggass-Drittel	185	l	64		Murtenstrasse	34	
Stadtbezirk obenaus	2630	7	Länggass-Drittel	185	n	58	a	Murtenstrasse	34	
Stadtbezirk obenaus	2631	7	Länggass-Drittel	185	o	54		Murtenstrasse	34	
Stadtbezirk obenaus	2632	7	Länggass-Drittel	185	p	66	a	Murtenstrasse	34	
Stadtbezirk obenaus	2633	7	Länggass-Drittel	185	q	2		Bühlstrasse	34	
Stadtbezirk obenaus	2634	7	Länggass-Drittel	186	a	4		Bühlstrasse	34	
Stadtbezirk obenaus	2635	7	Länggass-Drittel	186	b	22		Bahnweg	34	
Stadtbezirk obenaus	2636	7	Länggass-Drittel	186	d	18		Bahnweg	34	
Stadtbezirk obenaus	2637	7	Länggass-Drittel	186	f	16		Bühlstrasse	34	
Stadtbezirk obenaus	2638	7	Länggass-Drittel	187		4	a	Bühlstrasse	34	
Stadtbezirk obenaus	2639	7	Länggass-Drittel	188	a	15		Waldheimweg	34	
Stadtbezirk obenaus	2640	7	Länggass-Drittel	188	b	11		Waldheimweg	34	
Stadtbezirk obenaus	2641	7	Länggass-Drittel	188	b	11	a	Waldheimweg	34	
Stadtbezirk obenaus	2642	7	Länggass-Drittel	189	a	13		Waldheimweg	34	
Stadtbezirk obenaus	2643	7	Länggass-Drittel	189	b	120		Murtenstrasse	34	
Stadtbezirk obenaus	2644	7	Länggass-Drittel	189	c	5		Wohlenweg	34	
Stadtbezirk obenaus	2645	7	Länggass-Drittel	189	d	120		Murtenstrasse	34	
Stadtbezirk obenaus	2646	7	Länggass-Drittel	189	e	120	a	Murtenstrasse	34	
Stadtbezirk obenaus	2647	8	Länggass-Drittel	190	a	50		Wohlenweg	35	
Stadtbezirk obenaus	2648	8	Länggass-Drittel	190	b	50	a	Wohlenweg	35	
Stadtbezirk obenaus	2649	8	Länggass-Drittel	191		51		Wohlenweg	35	
Stadtbezirk obenaus	2650	8	Länggass-Drittel	192		55		Wohlenweg	35	
Stadtbezirk obenaus	2651	8	Länggass-Drittel	193	a	93		Länggasse	35	
Stadtbezirk obenaus	2652	8	Länggass-Drittel	193	c	93	a	Länggasse	35	
Stadtbezirk obenaus	2653	8	Länggass-Drittel	193	b	91		Länggasse	35	
Stadtbezirk obenaus	2654	8	Länggass-Drittel	193	d	91	a	Länggasse	35	
Stadtbezirk obenaus	2655	8	Länggass-Drittel	194	a	87		Länggasse	35	
Stadtbezirk obenaus	2656	8	Länggass-Drittel	194	a	87	a	Länggasse	35	
Stadtbezirk obenaus	2657	8	Länggass-Drittel	194	b	89		Länggasse	35	
Stadtbezirk obenaus	2658	8	Länggass-Drittel	194	c	89	a	Länggasse	35	
Stadtbezirk obenaus	2659	8	Länggass-Drittel	195	a	75		Länggasse	35	
Stadtbezirk obenaus	2660	8	Länggass-Drittel	195	b	77		Länggasse	35	
Stadtbezirk obenaus	2661	8	Länggass-Drittel	195	c	83		Länggasse	35	
Stadtbezirk obenaus	2662	8	Länggass-Drittel	195	d	83	a	Länggasse	35	
Stadtbezirk obenaus	2663	8	Länggass-Drittel	196		75	a	Länggasse	35	
Stadtbezirk obenaus	2664	8	Länggass-Drittel	198		68		Länggasse	35	
Stadtbezirk obenaus	2665	8	Länggass-Drittel	199	a	74		Länggasse	35	
Stadtbezirk obenaus	2666	8	Länggass-Drittel	199	a	74	a	Länggasse	35	
Stadtbezirk obenaus	2667	8	Länggass-Drittel	199	a	74	b	Länggasse	35	
Stadtbezirk obenaus	2668	8	Länggass-Drittel	199	b	62		Länggasse	35	
Stadtbezirk obenaus	2669	8	Länggass-Drittel	199	c	62	a	Länggasse	35	
Stadtbezirk obenaus	2670	8	Länggass-Drittel	200	a	61		Länggasse	35	
Stadtbezirk obenaus	2671	8	Länggass-Drittel	200	b	20		Neufeldstrasse	35	
Stadtbezirk obenaus	2672	8	Länggass-Drittel	200	b	20	a	Neufeldstrasse	35	
Stadtbezirk obenaus	2673	8	Länggass-Drittel	200	c	36		Neufeldstrasse	35	
Stadtbezirk obenaus	2674	8	Länggass-Drittel	200	e	5		Hochfeldweg	35	
Stadtbezirk obenaus	2675	8	Länggass-Drittel	200	f	5		Eigerweg	35	
Stadtbezirk obenaus	2676	8	Länggass-Drittel	200	g	5		Hogantweg	35	
Stadtbezirk obenaus	2677	8	Länggass-Drittel	200	g	5	a	Hogantweg	35	
Stadtbezirk obenaus	2678	8	Länggass-Drittel	200	h	11		Gewerbestrasse	35	
Stadtbezirk obenaus	2679	8	Länggass-Drittel	200	h	11	a	Gewerbestrasse	35	
Stadtbezirk obenaus	2680	8	Länggass-Drittel	200	i	7		Schreinerweg	35	
Stadtbezirk obenaus	2681	8	Länggass-Drittel	200	k	8		Steinhauerweg	35	
Stadtbezirk obenaus	2682	8	Länggass-Drittel	200	k	8	a	Steinhauerweg	35	
Stadtbezirk obenaus	2683	8	Länggass-Drittel	200	l	6		Schreinerweg	35	
Stadtbezirk obenaus	2684	8	Länggass-Drittel	200	m	2		Schreinerweg	35	
Stadtbezirk obenaus	2685	8	Länggass-Drittel	200	m	42		Muesmattstrasse	35	
Stadtbezirk obenaus	2686	8	Länggass-Drittel	200	n	4		Schreinerweg	35	
Stadtbezirk obenaus	2687	8	Länggass-Drittel	200	o	11		Hochfeldweg	35	
Stadtbezirk obenaus	2688	8	Länggass-Drittel	200	p	13		Hochfeldweg	35	
Stadtbezirk obenaus	2689	8	Länggass-Drittel	200	o	15		Hochfeldweg	35	
Stadtbezirk obenaus	2690	8	Länggass-Drittel	200	p	17		Hochfeldweg	35	
Stadtbezirk obenaus	2691	8	Länggass-Drittel	200	p	17	a	Hochfeldweg	35	
Stadtbezirk obenaus	2692	8	Länggass-Drittel	200	q	40		Muesmattstrasse	35	
Stadtbezirk obenaus	2693	8	Länggass-Drittel	200	q	1		Schreinerweg	35	
Stadtbezirk obenaus	2694	8	Länggass-Drittel	200	r	36		Muesmattstrasse	35	
Stadtbezirk obenaus	2695	8	Länggass-Drittel	200	r	1		Genossenweg	35	
Stadtbezirk obenaus	2696	8	Länggass-Drittel	200	s	10		Genossenweg	35	
Stadtbezirk obenaus	2697	8	Länggass-Drittel	200	s	10	a	Genossenweg	35	
Stadtbezirk obenaus	2698	8	Länggass-Drittel	200	t	8		Genossenweg	35	
Stadtbezirk obenaus	2699	8	Länggass-Drittel	200	u	38		Muesmattstrasse	35	
Stadtbezirk obenaus	2700	8	Länggass-Drittel	200	u	1		Steinhauerweg	35	
Stadtbezirk obenaus	2701	8	Länggass-Drittel	200	v	7		Genossenweg	35	
Stadtbezirk obenaus	2702	8	Länggass-Drittel	200	v	5		Genossenweg	35	
Stadtbezirk obenaus	2703	8	Länggass-Drittel	200	w	4	a	Schreinerweg	35	
Stadtbezirk obenaus	2704	8	Länggass-Drittel	200	x	1	a	Schreinerweg	35	
Stadtbezirk obenaus	2705	8	Länggass-Drittel	200	y	7		Hochfeldweg	35	
Stadtbezirk obenaus	2706	8	Länggass-Drittel	200	z	9		Hochfeldweg	35	
Stadtbezirk obenaus	2707	8	Länggass-Drittel	201	a	53		Länggasse	35	
Stadtbezirk obenaus	2708	8	Länggass-Drittel	201	c	55		Länggasse	35	
Stadtbezirk obenaus	2709	8	Länggass-Drittel	201	c	51		Muesmattstrasse	35	
Stadtbezirk obenaus	2710	8	Länggass-Drittel	201	e	44		Muesmattstrasse	35	
Stadtbezirk obenaus	2711	8	Länggass-Drittel	201	f	49		Muesmattstrasse	35	
Stadtbezirk obenaus	2712	8	Länggass-Drittel	201	g	45		Muesmattstrasse	35	
Stadtbezirk obenaus	2713	8	Länggass-Drittel	201	h	37		Muesmattstrasse	35	
Stadtbezirk obenaus	2714	8	Länggass-Drittel	201	i	35		Muesmattstrasse	35	
Stadtbezirk obenaus	2715	8	Länggass-Drittel	201	k	39		Muesmattstrasse	35	
Stadtbezirk obenaus	2716	8	Länggass-Drittel	201	l	41		Muesmattstrasse	35	
Stadtbezirk obenaus	2717	8	Länggass-Drittel	201	n	1		Landweg	35	
Stadtbezirk obenaus	2718	8	Länggass-Drittel	201	o	10		Pflugweg	35	
Stadtbezirk obenaus	2719	8	Länggass-Drittel	201	p	1	a	Landweg	35	
Stadtbezirk obenaus	2720	8	Länggass-Drittel	202	a	58		Länggasse	35	
Stadtbezirk obenaus	2721	8	Länggass-Drittel	202	c	58	a	Länggasse	35	
Stadtbezirk obenaus	2722	8	Länggass-Drittel	202	d	60		Länggasse	35	
Stadtbezirk obenaus	2723	8	Länggass-Drittel	202	e	58	b	Länggasse	35	
Stadtbezirk obenaus	2724	8	Länggass-Drittel	202	f	58	c	Länggasse	35	
Stadtbezirk obenaus	2725	8	Länggass-Drittel	203	a	52		Länggasse	35	
Stadtbezirk obenaus	2726	8	Länggass-Drittel	203	b	52	a	Länggasse	35	
Stadtbezirk obenaus	2727	8	Länggass-Drittel	203	c	48		Länggasse	35	
Stadtbezirk obenaus	2728	8	Länggass-Drittel	203	d	46		Länggasse	35	
Stadtbezirk obenaus	2729	8	Länggass-Drittel	203	e	52	b	Länggasse	35	
Stadtbezirk obenaus	2730	8	Länggass-Drittel	204		49		Länggasse	35	
Stadtbezirk obenaus	2731	8	Länggass-Drittel	204		49	a	Länggasse	35	
Stadtbezirk obenaus	2732	8	Länggass-Drittel	204		49	b	Länggasse	35	
Stadtbezirk obenaus	2733	8	Länggass-Drittel	205	a	49		Länggasse	35	
Stadtbezirk obenaus	2734	8	Länggass-Drittel	205	a	49	a	Länggasse	35	
Stadtbezirk obenaus	2735	8	Länggass-Drittel	205	a	49	b	Länggasse	35	
Stadtbezirk obenaus	2736	8	Länggass-Drittel	206	a	43		Länggasse	35	
Stadtbezirk obenaus	2737	8	Länggass-Drittel	206	a	43	a	Länggasse	35	
Stadtbezirk obenaus	2738	8	Länggass-Drittel	206	a	43	b	Länggasse	35	
Stadtbezirk obenaus	2739	8	Länggass-Drittel	206	b	49	c	Länggasse	35	
Stadtbezirk obenaus	2740	8	Länggass-Drittel	207	a	40		Länggasse	35	
Stadtbezirk obenaus	2741	8	Länggass-Drittel	207	h	40	a	Länggasse	35	
Stadtbezirk obenaus	2742	8	Länggass-Drittel	207	h	40	d	Länggasse	35	
Stadtbezirk obenaus	2743	8	Länggass-Drittel	207	k	40	b	Länggasse	35	
Stadtbezirk obenaus	2744	8	Länggass-Drittel	207	l	40	c	Länggasse	35	
Stadtbezirk obenaus	2745	8	Länggass-Drittel	207	b	42		Länggasse	35	
Stadtbezirk obenaus	2746	8	Länggass-Drittel	207	c				35	
Stadtbezirk obenaus	2747	8	Länggass-Drittel	207	g	44		Länggasse	35	
Stadtbezirk obenaus	2748	8	Länggass-Drittel	208	a	37		Länggasse	35	
Stadtbezirk obenaus	2749	8	Länggass-Drittel	208	a	37	a	Länggasse	35	
Stadtbezirk obenaus	2750	8	Länggass-Drittel	208	b	5		Mittelstrasse	35	
Stadtbezirk obenaus	2751	8	Länggass-Drittel	208	c	7		Mittelstrasse	35	
Stadtbezirk obenaus	2752	8	Länggass-Drittel	208	d	9		Mittelstrasse	35	
Stadtbezirk obenaus	2753	8	Länggass-Drittel	208	e	11		Mittelstrasse	35	
Stadtbezirk obenaus	2754	8	Länggass-Drittel	208	f	13		Mittelstrasse	35	
Stadtbezirk obenaus	2755	8	Länggass-Drittel	208	g	15		Mittelstrasse	35	
Stadtbezirk obenaus	2756	8	Länggass-Drittel	208	h	17		Mittelstrasse	35	
Stadtbezirk obenaus	2757	8	Länggass-Drittel	208	i	19		Mittelstrasse	35	
Stadtbezirk obenaus	2758	8	Länggass-Drittel	208	k	21		Mittelstrasse	35	
Stadtbezirk obenaus	2759	8	Länggass-Drittel	208	l	23		Mittelstrasse	35	
Stadtbezirk obenaus	2760	8	Länggass-Drittel	208	m	30		Mittelstrasse	35	
Stadtbezirk obenaus	2761	8	Länggass-Drittel	208	n	28		Mittelstrasse	35	
Stadtbezirk obenaus	2762	8	Länggass-Drittel	208	o	26		Mittelstrasse	35	
Stadtbezirk obenaus	2763	8	Länggass-Drittel	208	p	24		Mittelstrasse	35	
Stadtbezirk obenaus	2764	8	Länggass-Drittel	208	q	22		Mittelstrasse	35	
Stadtbezirk obenaus	2765	8	Länggass-Drittel	208	r	20		Mittelstrasse	35	
Stadtbezirk obenaus	2766	8	Länggass-Drittel	208	s	18		Mittelstrasse	35	
Stadtbezirk obenaus	2767	8	Länggass-Drittel	208	t	16		Mittelstrasse	35	
Stadtbezirk obenaus	2768	8	Länggass-Drittel	209	a	30		Länggasse	35	
Stadtbezirk obenaus	2769	8	Länggass-Drittel	209	b	28		Länggasse	35	
Stadtbezirk obenaus	2770	8	Länggass-Drittel	209	c	10		Mittelstrasse	35	
Stadtbezirk obenaus	2771	8	Länggass-Drittel	209	k	10	a	Mittelstrasse	35	
Stadtbezirk obenaus	2772	8	Länggass-Drittel	209	d	11		Seidenweg	35	
Stadtbezirk obenaus	2773	8	Länggass-Drittel	209	d	13		Seidenweg	35	
Stadtbezirk obenaus	2774	8	Länggass-Drittel	209	e	10		Seidenweg	35	
Stadtbezirk obenaus	2775	8	Länggass-Drittel	209	f	14		Seidenweg	35	
Stadtbezirk obenaus	2776	8	Länggass-Drittel	209	g	8		Mittelstrasse	35	
Stadtbezirk obenaus	2777	8	Länggass-Drittel	209	i	8	a	Mittelstrasse	35	
Stadtbezirk obenaus	2778	8	Länggass-Drittel	209	l	4	a	Seidenweg	35	
Stadtbezirk obenaus	2779	9	Länggass-Drittel	209	m	12		Seidenweg	36	
Stadtbezirk obenaus	2780	9	Länggass-Drittel	209	t	12	a	Seidenweg	36	
Stadtbezirk obenaus	2781	9	Länggass-Drittel	209	t	12	b	Seidenweg	36	
Stadtbezirk obenaus	2782	9	Länggass-Drittel	209	n	32		Länggasse	36	
Stadtbezirk obenaus	2783	9	Länggass-Drittel	209	o	4		Mittelstrasse	36	
Stadtbezirk obenaus	2784	9	Länggass-Drittel	209	p	16		Seidenweg	36	
Stadtbezirk obenaus	2785	9	Länggass-Drittel	209	q	34		Länggasse	36	
Stadtbezirk obenaus	2786	9	Länggass-Drittel	209	r	14		Mittelstrasse	36	
Stadtbezirk obenaus	2787	9	Länggass-Drittel	209	s	26		Länggasse	36	
Stadtbezirk obenaus	2788	9	Länggass-Drittel	209	v	15		Seidenweg	36	
Stadtbezirk obenaus	2789	9	Länggass-Drittel	209	x	13	a	Seidenweg	36	
Stadtbezirk obenaus	2790	9	Länggass-Drittel	209	y	9		Seidenweg	36	
Stadtbezirk obenaus	2791	9	Länggass-Drittel	209	z	5		Seidenweg	36	
Stadtbezirk obenaus	2792	9	Länggass-Drittel	209	z	5	a	Seidenweg	36	
Stadtbezirk obenaus	2793	9	Länggass-Drittel	209	z	5	b	Seidenweg	36	
Stadtbezirk obenaus	2794	9	Länggass-Drittel	210		29		Länggasse	36	
Stadtbezirk obenaus	2795	9	Länggass-Drittel	210		29	a	Länggasse	36	
Stadtbezirk obenaus	2796	9	Länggass-Drittel	211	a	2		Sennweg	36	
Stadtbezirk obenaus	2797	9	Länggass-Drittel	211	i	2	a	Sennweg	36	
Stadtbezirk obenaus	2798	9	Länggass-Drittel	211	k	2	b	Sennweg	36	
Stadtbezirk obenaus	2799	9	Länggass-Drittel	211	c	15		Vereinsweg	36	
Stadtbezirk obenaus	2800	9	Länggass-Drittel	211	d	15	a	Vereinsweg	36	
Stadtbezirk obenaus	2801	9	Länggass-Drittel	211	e	4		Sennweg	36	
Stadtbezirk obenaus	2802	9	Länggass-Drittel	211	f	6		Vereinsweg	36	
Stadtbezirk obenaus	2803	9	Länggass-Drittel	211	g	7		Vereinsweg	36	
Stadtbezirk obenaus	2804	9	Länggass-Drittel	211	h	10		Vereinsweg	36	
Stadtbezirk obenaus	2805	9	Länggass-Drittel	211	l	8		Sennweg	36	
Stadtbezirk obenaus	2806	9	Länggass-Drittel	211	m	10		Sennweg	36	
Stadtbezirk obenaus	2807	9	Länggass-Drittel	211	n	9		Vereinsweg	36	
Stadtbezirk obenaus	2808	9	Länggass-Drittel	211	o	5		Vereinsweg	36	
Stadtbezirk obenaus	2809	9	Länggass-Drittel	211	p	12		Vereinsweg	36	
Stadtbezirk obenaus	2810	9	Länggass-Drittel	211	q	14		Vereinsweg	36	
Stadtbezirk obenaus	2811	9	Länggass-Drittel	211	r	16		Vereinsweg	36	
Stadtbezirk obenaus	2812	9	Länggass-Drittel	211	s	18		Vereinsweg	36	
Stadtbezirk obenaus	2813	9	Länggass-Drittel	211	t	41		Gesellschaftsstr.	36	
Stadtbezirk obenaus	2814	9	Länggass-Drittel	211	u	20		Länggasse	36	
Stadtbezirk obenaus	2815	9	Länggass-Drittel	211	v	1		Vereinsweg	36	
Stadtbezirk obenaus	2816	9	Länggass-Drittel	212	a	21		Länggasse	36	
Stadtbezirk obenaus	2817	9	Länggass-Drittel	212	b	21	a	Länggasse	36	
Stadtbezirk obenaus	2818	9	Länggass-Drittel	212	c	21	b	Länggasse	36	
Stadtbezirk obenaus	2819	9	Länggass-Drittel	212	d	21	d	Länggasse	36	
Stadtbezirk obenaus	2820	9	Länggass-Drittel	212	e	19		Länggasse	36	
