Strasse vor 1882,Nummer vor 1882,Strasse,Nummer,Scan,ID,Status
Holligen-Drittel,134a,Freiburgstrasse,82a,3012677,2245,Unbekannte Hausnummer
Holligen-Drittel,134b,Freiburgstrasse,82b,3012677,2246,Unbekannte Hausnummer
Holligen-Drittel,134c,Freiburgstrasse,82c,3012677,2247,Unbekannte Hausnummer
Holligen-Drittel,135,Freiburgstrasse,82d,3012677,2248,Unbekannte Hausnummer
Holligen-Drittel,136a,Murtenstrasse,125,3012677,2249,Unbekannte Hausnummer
Holligen-Drittel,136a,Murtenstrasse,125a,3012677,2250,Unbekannte Hausnummer
Holligen-Drittel,136b,Murtenstrasse,125b,3012677,2251,Unbekannte Hausnummer
Holligen-Drittel,136c,Murtenstrasse,125c,3012677,2252,Unbekannte Hausnummer
Holligen-Drittel,137,Freiburgstrasse,69,3012677,2253,OK
Holligen-Drittel,138a,Freiburgstrasse,68,3012677,2254,OK
Holligen-Drittel,138b,Freiburgstrasse,70,3012677,2255,OK
Holligen-Drittel,138c,Freiburgstrasse,72,3012677,2256,OK
Holligen-Drittel,138d,Freiburgstrasse,68a,3012677,2257,Unbekannte Hausnummer
Holligen-Drittel,138f,Freiburgstrasse,72a,3012677,2258,OK
Holligen-Drittel,138g,Freiburgstrasse,72b,3012677,2259,OK
Holligen-Drittel,139a,Freiburgstrasse,62,3012678,2260,OK
Holligen-Drittel,139b,Freiburgstrasse,64,3012678,2261,OK
Holligen-Drittel,139b,Freiburgstrasse,64a,3012678,2262,Unbekannte Hausnummer
Holligen-Drittel,139c,Freiburgstrasse,66,3012678,2263,OK
Holligen-Drittel,140a,Freiburgstrasse,54,3012678,2264,OK
Holligen-Drittel,140b,Freiburgstrasse,56,3012678,2265,OK
Holligen-Drittel,140c,Weiermannsweg,34a,3012678,2266,Unbekannte Strasse
Holligen-Drittel,140d,Weiermannsweg,34,3012678,2267,Unbekannte Strasse
Holligen-Drittel,140e,Weiermannsweg,36,3012678,2268,Unbekannte Strasse
Holligen-Drittel,140f,Weiermannsweg,36a,3012678,2269,Unbekannte Strasse
Holligen-Drittel,141a,Freiburgstrasse,52,3012678,2270,OK
Holligen-Drittel,141a,Freiburgstrasse,52a,3012678,2271,Unbekannte Hausnummer
Holligen-Drittel,141b,Federgasse,2,3012678,2272,Unbekannte Strasse
Holligen-Drittel,141c,Federgasse,6,3012678,2273,Unbekannte Strasse
Holligen-Drittel,141d,Freiburgstrasse,48,3012678,2274,Unbekannte Hausnummer
Holligen-Drittel,142,Freiburgstrasse,51,3012678,2275,OK
Holligen-Drittel,143a,Federgasse,9,3012678,2276,Unbekannte Strasse
Holligen-Drittel,143b,Federgasse,9a,3012678,2277,Unbekannte Strasse
Holligen-Drittel,143c,Federgasse,13,3012678,2278,Unbekannte Strasse
Holligen-Drittel,144,Holligenstrasse,34,3012678,2279,Unbekannte Hausnummer
Holligen-Drittel,145a,Holligenstrasse,44,3012678,2280,OK
Holligen-Drittel,145b,Holligenstrasse,44a,3012678,2281,OK
Holligen-Drittel,146a,Holligenstrasse,52,3012678,2282,OK
Holligen-Drittel,146a,Holligenstrasse,52c,3012678,2283,Unbekannte Hausnummer
Holligen-Drittel,146b,Holligenstrasse,52a,3012678,2284,OK
Holligen-Drittel,146c,Holligenstrasse,52b,3012678,2285,OK
Holligen-Drittel,147a,Holligenstrasse,30,3012678,2286,Unbekannte Hausnummer
Holligen-Drittel,147a,Holligenstrasse,30a,3012678,2287,Unbekannte Hausnummer
Holligen-Drittel,147a,Holligenstrasse,30b,3012678,2288,Unbekannte Hausnummer
Holligen-Drittel,147b,Federgasse,15,3012678,2289,Unbekannte Strasse
Holligen-Drittel,148a,Holligenstrasse,22,3012678,2290,Unbekannte Hausnummer
Holligen-Drittel,148b,Holligenstrasse,24,3012678,2291,Unbekannte Hausnummer
Holligen-Drittel,148c,Holligenstrasse,26,3012678,2292,Unbekannte Hausnummer
Holligen-Drittel,148d,Holligenstrasse,24a,3012678,2293,Unbekannte Hausnummer
Holligen-Drittel,149a,Holligenstrasse,19,3012678,2294,Unbekannte Hausnummer
Holligen-Drittel,149b,Holligenstrasse,13,3012678,2295,Unbekannte Hausnummer
Holligen-Drittel,149c,Holligenstrasse,21a,3012678,2296,Unbekannte Hausnummer
Holligen-Drittel,149d,Holligenstrasse,15,3012678,2297,OK
Holligen-Drittel,150a,Holligenstrasse,17,3012678,2298,OK
Holligen-Drittel,150b,Holligenstrasse,21,3012678,2299,OK
Holligen-Drittel,150c,Holligenstrasse,23,3012678,2300,OK
Holligen-Drittel,150d,Holligenstrasse,33,3012678,2301,OK
Holligen-Drittel,150e,Holligenstrasse,25,3012678,2302,Unbekannte Hausnummer
Holligen-Drittel,150i,Holligenstrasse,35,3012678,2303,OK
Holligen-Drittel,151a,Freiburgstrasse,41,3012678,2304,OK
Holligen-Drittel,151a,Freiburgstrasse,41b,3012678,2305,OK
Holligen-Drittel,151a,Freiburgstrasse,41c,3012678,2305,OK
Holligen-Drittel,151a,Freiburgstrasse,41d,3012678,2305,Unbekannte Hausnummer
Holligen-Drittel,151b,Freiburgstrasse,41a,3012678,2306,OK
Holligen-Drittel,153,Kädereckenweg,33,3012678,2307,Unbekannte Strasse
Holligen-Drittel,154a,Kädereckenweg,27,3012678,2308,Unbekannte Strasse
Holligen-Drittel,154a,Kädereckenweg,27a,3012678,2309,Unbekannte Strasse
Holligen-Drittel,154a,Kädereckenweg,27b,3012678,2310,Unbekannte Strasse
Holligen-Drittel,154b,Kädereckenweg,31,3012678,2311,Unbekannte Strasse
Holligen-Drittel,155a,Murtenstrasse,35a,3012678,2312,OK
Holligen-Drittel,155c,Murtenstrasse,35b,3012678,2313,Unbekannte Hausnummer
Holligen-Drittel,155b,Murtenstrasse,35,3012678,2314,OK
Holligen-Drittel,155d,Murtenstrasse,37,3012678,2315,Unbekannte Hausnummer
Holligen-Drittel,155e,Murtenstrasse,55,3012678,2316,OK
Holligen-Drittel,155f,Murtenstrasse,43,3012678,2317,Unbekannte Hausnummer
Holligen-Drittel,155h,Murtenstrasse,41,3012678,2318,OK
Holligen-Drittel,155i,Murtenstrasse,45,3012678,2319,Unbekannte Hausnummer
Holligen-Drittel,155k,Murtenstrasse,39,3012678,2320,Unbekannte Hausnummer
,,Murtenstrasse,39a,3012678,2321,Unbekannte Hausnummer
,,Murtenstrasse,39b,3012678,2322,Unbekannte Hausnummer
Holligen-Drittel,155l,Kädereckenweg,10,3012678,2323,Unbekannte Strasse
Holligen-Drittel,155n,Kädereckenweg,12,3012678,2324,Unbekannte Strasse
Holligen-Drittel,155m,Murtenstrasse,39a,3012678,2325,Unbekannte Hausnummer
Holligen-Drittel,156a,Murtenstrasse,33,3012678,2326,Unbekannte Hausnummer
Holligen-Drittel,156b,Murtenstrasse,33a,3012678,2327,Unbekannte Hausnummer
Holligen-Drittel,156b,Murtenstrasse,33b,3012678,2328,Unbekannte Hausnummer
Holligen-Drittel,156c,Murtenstrasse,33c,3012678,2329,Unbekannte Hausnummer
Holligen-Drittel,156d,Murtenstrasse,29,3012678,2330,Unbekannte Hausnummer
Holligen-Drittel,157a,Murtenstrasse,27a,3012678,2331,Unbekannte Hausnummer
Holligen-Drittel,157b,Murtenstrasse,27,3012678,2332,Unbekannte Hausnummer
Holligen-Drittel,157c,Murtenstrasse,27b,3012678,2333,Unbekannte Hausnummer
Holligen-Drittel,158a,Murtenstrasse,21,3012678,2334,OK
Holligen-Drittel,158b,Murtenstrasse,21a,3012678,2335,OK
Holligen-Drittel,153c,Murtenstrasse,21b,3012678,2336,Unbekannte Hausnummer
Holligen-Drittel,158g,Murtenstrasse,21c,3012678,2337,Unbekannte Hausnummer
Holligen-Drittel,158k,Murtenstrasse,21d,3012678,2338,Unbekannte Hausnummer
Holligen-Drittel,158d,Murtenstrasse,9,3012678,2339,Unbekannte Hausnummer
Holligen-Drittel,158e,Murtenstrasse,7,3012678,2340,OK
Holligen-Drittel,159a,Murtenstrasse,13,3012678,2341,Unbekannte Hausnummer
Holligen-Drittel,159b,Murtenstrasse,1,3012678,2342,OK
Holligen-Drittel,159b,Murtenstrasse,1a,3012678,2343,Unbekannte Hausnummer
Holligen-Drittel,159c,Murtenstrasse,3,3012678,2344,OK
Holligen-Drittel,159c,Murtenstrasse,3a,3012678,2345,Unbekannte Hausnummer
Holligen-Drittel,159e,Murtenstrasse,11,3012678,2346,OK
Holligen-Drittel,159f,Murtenstrasse,5,3012678,2347,OK
Holligen-Drittel,159f,Murtenstrasse,5a,3012678,2348,Unbekannte Hausnummer
Holligen-Drittel,159g,Murtenstrasse,15,3012678,2349,Unbekannte Hausnummer
Holligen-Drittel,159h,Murtenstrasse,11a,3012678,2350,Unbekannte Hausnummer
Holligen-Drittel,160a,Freiburgstrasse,11,3012678,2351,Unbekannte Hausnummer
Holligen-Drittel,160b,Freiburgstrasse,11a,3012678,2352,Unbekannte Hausnummer
Holligen-Drittel,160c,Freiburgstrasse,11b,3012678,2353,Unbekannte Hausnummer
Holligen-Drittel,160d,Freiburgstrasse,11c,3012678,2354,Unbekannte Hausnummer
Holligen-Drittel,161a,Brunnmattstrasse,10,3012678,2355,OK
Holligen-Drittel,161b,Brunnmattstrasse,11,3012678,2356,Unbekannte Hausnummer
Holligen-Drittel,162a,Brunnmattstrasse,21,3012678,2357,OK
Holligen-Drittel,162c,Wiesenstrasse,15,3012678,2358,OK
Holligen-Drittel,162g,Wiesenstrasse,15a,3012678,2359,Unbekannte Hausnummer
Holligen-Drittel,162d,Brunnmattstrasse,23,3012678,2360,OK
Holligen-Drittel,162d,Brunnmattstrasse,23a,3012678,2361,Unbekannte Hausnummer
Holligen-Drittel,162e,Mattenhofstrasse,38,3012678,2362,Unbekannte Hausnummer
Holligen-Drittel,162f,Effingerstrasse,65,3012678,2363,OK
Holligen-Drittel,162h,Effingerstrasse,49,3012678,2364,Unbekannte Hausnummer
Holligen-Drittel,162i,Effingerstrasse,47,3012678,2365,OK
Holligen-Drittel,162k,Effingerstrasse,51,3012678,2366,OK
Holligen-Drittel,162k,Effingerstrasse,51a,3012678,2367,Unbekannte Hausnummer
Holligen-Drittel,162l,Brunnmattstrasse,23b,3012678,2368,Unbekannte Hausnummer
Holligen-Drittel,162m,Wiesenstrasse,11,3012678,2369,OK
Holligen-Drittel,163a,Effingerstrasse,62,3012678,2370,Unbekannte Hausnummer
Holligen-Drittel,163b,Brunnmattstrasse,15,3012678,2371,OK
Holligen-Drittel,164a,Schlösslistrasse,29,3012678,2372,OK
Holligen-Drittel,164b,Schlösslistrasse,29a,3012678,2373,Unbekannte Hausnummer
Holligen-Drittel,164c,Schlösslistrasse,29b,3012678,2374,Unbekannte Hausnummer
Holligen-Drittel,165a,Schlösslistrasse,9,3012678,2375,OK
Holligen-Drittel,165b,Schlösslistrasse,5,3012678,2376,OK
Holligen-Drittel,165c,Schlösslistrasse,7,3012678,2377,OK
Holligen-Drittel,165c,Schlösslistrasse,7a,3012678,2378,Unbekannte Hausnummer
Holligen-Drittel,166b,Laupenstrasse,49,3012678,2379,OK
Holligen-Drittel,166a,Laupenstrasse,31,3012678,2380,Unbekannte Hausnummer
Holligen-Drittel,166a,Laupenstrasse,31a,3012678,2381,Unbekannte Hausnummer
Holligen-Drittel,166c,Laupenstrasse,45,3012678,2382,OK
Holligen-Drittel,166c,Laupenstrasse,45a,3012678,2383,OK
Holligen-Drittel,166f,Laupenstrasse,47,3012678,2384,OK
Holligen-Drittel,166e,Laupenstrasse,47a,3012678,2385,OK
Holligen-Drittel,166d,Laupenstrasse,41,3012678,2386,OK
Holligen-Drittel,166d,Laupenstrasse,41a,3012678,2387,OK
Holligen-Drittel,166d,Laupenstrasse,41b,3012678,2388,OK
Holligen-Drittel,167a,Laupenstrasse,51,3012678,2389,OK
Holligen-Drittel,167b,Laupenstrasse,27,3012678,2390,OK
Holligen-Drittel,167c,Laupenstrasse,25,3012679,2391,Unbekannte Hausnummer
Holligen-Drittel,167d,Laupenstrasse,23,3012679,2392,Unbekannte Hausnummer
Holligen-Drittel,168a,Laupenstrasse,19,3012679,2393,OK
Holligen-Drittel,168b,Laupenstrasse,21,3012679,2394,Unbekannte Hausnummer
Holligen-Drittel,169a,Laupenstrasse,11,3012679,2395,OK
Holligen-Drittel,169a,Laupenstrasse,11a,3012679,2396,Unbekannte Hausnummer
Holligen-Drittel,169b,Laupenstrasse,11b,3012679,2397,Unbekannte Hausnummer
Holligen-Drittel,170a,Laupenstrasse,9,3012679,2398,OK
Holligen-Drittel,170b,Laupenstrasse,11c,3012679,2399,Unbekannte Hausnummer
Holligen-Drittel,171a,Laupenstrasse,5,3012679,2400,OK
Holligen-Drittel,171b,Laupenstrasse,7,3012679,2401,OK
Holligen-Drittel,171m,Laupenstrasse,7b,3012679,2402,Unbekannte Hausnummer
Holligen-Drittel,171c,Laupenstrasse,3,3012679,2403,OK
Holligen-Drittel,171d,Laupenstrasse,1,3012679,2404,OK
Holligen-Drittel,171d,Hirschengraben,2,3012679,2405,OK
Holligen-Drittel,171e,Hirschengraben,4,3012679,2406,Unbekannte Hausnummer
Holligen-Drittel,171f,Hirschengraben,6,3012679,2407,OK
Holligen-Drittel,171o,Hirschengraben,18,3012679,2408,Unbekannte Hausnummer
Holligen-Drittel,171h,Hirschengraben,8,3012679,2409,OK
Holligen-Drittel,171i,Hirschengraben,10,3012679,2410,OK
Holligen-Drittel,171k,Hirschengraben,20,3012679,2411,Unbekannte Hausnummer
Holligen-Drittel,171l,Hirschengraben,16,3012679,2412,Unbekannte Hausnummer
Holligen-Drittel,171l,Hirschengraben,16a,3012679,2413,Unbekannte Hausnummer
Holligen-Drittel,171r,Hirschengraben,12,3012679,2414,Unbekannte Hausnummer
Holligen-Drittel,171r,Hirschengraben,12a,3012679,2415,Unbekannte Hausnummer
Holligen-Drittel,171n,Hirschengraben,14,3012679,2416,Unbekannte Hausnummer
Holligen-Drittel,171q,Hirschengraben,22,3012679,2417,Unbekannte Hausnummer
Holligen-Drittel,301a,Sulgeneckstrasse,38,3012679,2418,OK
Holligen-Drittel,301a,Belpstrasse,38a,3012679,2419,OK
Holligen-Drittel,302a,Belpstrasse,37,3012679,2420,OK
Holligen-Drittel,302b,Belpstrasse,39,3012679,2421,OK
Holligen-Drittel,302c,Belpstrasse,43,3012679,2422,OK
Holligen-Drittel,302h,Belpstrasse,43a,3012679,2423,Unbekannte Hausnummer
Holligen-Drittel,302i,Belpstrasse,39a,3012679,2424,Unbekannte Hausnummer
Holligen-Drittel,302d,Belpstrasse,41,3012679,2425,OK
Holligen-Drittel,302e,Belpstrasse,35,3012679,2426,OK
Holligen-Drittel,302f,Belpstrasse,35a,3012679,2427,OK
Holligen-Drittel,303a,Belpstrasse,45,3012679,2428,OK
Holligen-Drittel,303a,Mattenhofstrasse,12,3012679,2429,Unbekannte Hausnummer
Holligen-Drittel,303b,Mattenhofstrasse,10,3012679,2430,OK
Holligen-Drittel,303c,Mattenhofstrasse,7,3012679,2431,OK
Holligen-Drittel,303d,Mattenhofstrasse,9,3012679,2432,OK
Holligen-Drittel,303e,Mattenhofstrasse,11,3012679,2433,OK
Holligen-Drittel,303e,Belpstrasse,47,3012679,2434,OK
Holligen-Drittel,303f,Belpstrasse,49,3012679,2435,OK
Holligen-Drittel,303g,Belpstrasse,51,3012679,2436,OK
Holligen-Drittel,303h,Belpstrasse,53a,3012679,2437,Unbekannte Hausnummer
Holligen-Drittel,303i,Belpstrasse,53,3012679,2438,OK
Holligen-Drittel,304a,Belpstrasse,55,3012679,2439,Unbekannte Hausnummer
Holligen-Drittel,304b,,,3012679,2440,Unbekannte Strasse
Holligen-Drittel,304c,,,3012679,2441,Unbekannte Strasse
Holligen-Drittel,304f,Belpstrasse,57,3012679,2442,Unbekannte Hausnummer
Holligen-Drittel,304g,Belpstrasse,61,3012679,2443,Unbekannte Hausnummer
Holligen-Drittel,304h,Belpstrasse,59,3012679,2444,Unbekannte Hausnummer
Holligen-Drittel,306a,Belpstrasse,30,3012679,2445,OK
Holligen-Drittel,306b,Belpstrasse,30,3012679,2445,OK
Holligen-Drittel,306c,Belpstrasse,30,3012679,2445,OK
Holligen-Drittel,306d,Belpstrasse,30,3012679,2445,OK
Holligen-Drittel,306e,Belpstrasse,30,3012679,2445,OK
Holligen-Drittel,306f,Belpstrasse,30,3012679,2445,OK
Holligen-Drittel,306a,Belpstrasse,30a,3012679,2446,OK
Holligen-Drittel,306a,Belpstrasse,30b,3012679,2446,Unbekannte Hausnummer
Holligen-Drittel,306a,Belpstrasse,30c,3012679,2446,OK
Holligen-Drittel,306a,Belpstrasse,30d,3012679,2446,Unbekannte Hausnummer
Holligen-Drittel,306a,Belpstrasse,30e,3012679,2446,Unbekannte Hausnummer
Holligen-Drittel,306a,Belpstrasse,30f,3012679,2446,Unbekannte Hausnummer
Holligen-Drittel,306a,Belpstrasse,30g,3012679,2446,Unbekannte Hausnummer
Holligen-Drittel,306a,Belpstrasse,30h,3012679,2446,Unbekannte Hausnummer
Holligen-Drittel,306b,Belpstrasse,30a,3012679,2446,OK
Holligen-Drittel,306b,Belpstrasse,30b,3012679,2446,Unbekannte Hausnummer
Holligen-Drittel,306b,Belpstrasse,30c,3012679,2446,OK
Holligen-Drittel,306b,Belpstrasse,30d,3012679,2446,Unbekannte Hausnummer
Holligen-Drittel,306b,Belpstrasse,30e,3012679,2446,Unbekannte Hausnummer
Holligen-Drittel,306b,Belpstrasse,30f,3012679,2446,Unbekannte Hausnummer
Holligen-Drittel,306b,Belpstrasse,30g,3012679,2446,Unbekannte Hausnummer
Holligen-Drittel,306b,Belpstrasse,30h,3012679,2446,Unbekannte Hausnummer
Holligen-Drittel,306c,Belpstrasse,30a,3012679,2446,OK
Holligen-Drittel,306c,Belpstrasse,30b,3012679,2446,Unbekannte Hausnummer
Holligen-Drittel,306c,Belpstrasse,30c,3012679,2446,OK
Holligen-Drittel,306c,Belpstrasse,30d,3012679,2446,Unbekannte Hausnummer
Holligen-Drittel,306c,Belpstrasse,30e,3012679,2446,Unbekannte Hausnummer
Holligen-Drittel,306c,Belpstrasse,30f,3012679,2446,Unbekannte Hausnummer
Holligen-Drittel,306c,Belpstrasse,30g,3012679,2446,Unbekannte Hausnummer
Holligen-Drittel,306c,Belpstrasse,30h,3012679,2446,Unbekannte Hausnummer
Holligen-Drittel,306d,Belpstrasse,30a,3012679,2446,OK
Holligen-Drittel,306d,Belpstrasse,30b,3012679,2446,Unbekannte Hausnummer
Holligen-Drittel,306d,Belpstrasse,30c,3012679,2446,OK
Holligen-Drittel,306d,Belpstrasse,30d,3012679,2446,Unbekannte Hausnummer
Holligen-Drittel,306d,Belpstrasse,30e,3012679,2446,Unbekannte Hausnummer
Holligen-Drittel,306d,Belpstrasse,30f,3012679,2446,Unbekannte Hausnummer
Holligen-Drittel,306d,Belpstrasse,30g,3012679,2446,Unbekannte Hausnummer
Holligen-Drittel,306d,Belpstrasse,30h,3012679,2446,Unbekannte Hausnummer
Holligen-Drittel,306e,Belpstrasse,30a,3012679,2446,OK
Holligen-Drittel,306e,Belpstrasse,30b,3012679,2446,Unbekannte Hausnummer
Holligen-Drittel,306e,Belpstrasse,30c,3012679,2446,OK
Holligen-Drittel,306e,Belpstrasse,30d,3012679,2446,Unbekannte Hausnummer
Holligen-Drittel,306e,Belpstrasse,30e,3012679,2446,Unbekannte Hausnummer
Holligen-Drittel,306e,Belpstrasse,30f,3012679,2446,Unbekannte Hausnummer
Holligen-Drittel,306e,Belpstrasse,30g,3012679,2446,Unbekannte Hausnummer
Holligen-Drittel,306e,Belpstrasse,30h,3012679,2446,Unbekannte Hausnummer
Holligen-Drittel,306f,Belpstrasse,30a,3012679,2446,OK
Holligen-Drittel,306f,Belpstrasse,30b,3012679,2446,Unbekannte Hausnummer
Holligen-Drittel,306f,Belpstrasse,30c,3012679,2446,OK
Holligen-Drittel,306f,Belpstrasse,30d,3012679,2446,Unbekannte Hausnummer
Holligen-Drittel,306f,Belpstrasse,30e,3012679,2446,Unbekannte Hausnummer
Holligen-Drittel,306f,Belpstrasse,30f,3012679,2446,Unbekannte Hausnummer
Holligen-Drittel,306f,Belpstrasse,30g,3012679,2446,Unbekannte Hausnummer
Holligen-Drittel,306f,Belpstrasse,30h,3012679,2446,Unbekannte Hausnummer
Holligen-Drittel,306k,Belpstrasse,32,3012679,2447,OK
Holligen-Drittel,306l,Belpstrasse,32,3012679,2447,OK
Holligen-Drittel,306m,Belpstrasse,32,3012679,2447,OK
Holligen-Drittel,306k,Belpstrasse,34,3012679,2448,OK
Holligen-Drittel,306l,Belpstrasse,34,3012679,2448,OK
Holligen-Drittel,306m,Belpstrasse,34,3012679,2448,OK
Holligen-Drittel,306g,Belpstrasse,36,3012679,2449,OK
Holligen-Drittel,306h,Belpstrasse,38,3012679,2450,OK
Holligen-Drittel,306h,Belpstrasse,38a,3012679,2451,OK
Holligen-Drittel,306o,Belpstrasse,36a,3012679,2452,Unbekannte Hausnummer
Holligen-Drittel,308,Belpstrasse,40,3012679,2453,OK
Holligen-Drittel,308,Mattenhofstrasse,13,3012679,2454,OK
Holligen-Drittel,309,Mattenhofstrasse,15,3012679,2455,OK
Holligen-Drittel,310a,Mattenhofstrasse,17,3012679,2456,OK
Holligen-Drittel,310b,Mattenhofstrasse,17a,3012679,2457,OK
Holligen-Drittel,312a,Brunnhofstrasse,14,3012679,2458,Unbekannte Strasse
Holligen-Drittel,312b,Brunnhofstrasse,16,3012679,2459,Unbekannte Strasse
Holligen-Drittel,312b,Brunnhofstrasse,16a,3012679,2460,Unbekannte Strasse
Holligen-Drittel,312c,Mattenhofstrasse,25,3012679,2461,Unbekannte Hausnummer
Holligen-Drittel,312e,Mattenhofstrasse,27,3012679,2462,Unbekannte Hausnummer
Holligen-Drittel,312f,Mattenhofstrasse,23,3012679,2463,Unbekannte Hausnummer
Holligen-Drittel,313a,Brunnhofstrasse,31,3012679,2464,Unbekannte Strasse
Holligen-Drittel,313b,Brunnhofstrasse,29,3012679,2465,Unbekannte Strasse
Holligen-Drittel,313b,Brunnhofstrasse,29a,3012679,2466,Unbekannte Strasse
Holligen-Drittel,313d,Brunnhofstrasse,25,3012679,2467,Unbekannte Strasse
Holligen-Drittel,313e,Brunnhofstrasse,37a,3012679,2468,Unbekannte Strasse
Holligen-Drittel,314a,Brunnhofstrasse,23,3012679,2469,Unbekannte Strasse
Holligen-Drittel,314b,Brunnhofstrasse,23a,3012679,2470,Unbekannte Strasse
Holligen-Drittel,314d,Brunnhofstrasse,21,3012679,2471,Unbekannte Strasse
Holligen-Drittel,314e,Brunnhofstrasse,27,3012679,2472,Unbekannte Strasse
Holligen-Drittel,314e,Brunnhofstrasse,27a,3012679,2473,Unbekannte Strasse
Holligen-Drittel,314f,Brunnhofstrasse,19a,3012679,2474,Unbekannte Strasse
Holligen-Drittel,314h,Brunnhofstrasse,11,3012679,2475,Unbekannte Strasse
Holligen-Drittel,314i,Brunnhofstrasse,13,3012679,2476,Unbekannte Strasse
Holligen-Drittel,315,Brunnhofstrasse,9,3012679,2477,Unbekannte Strasse
Holligen-Drittel,316a,Brunnhofstrasse,7,3012679,2478,Unbekannte Strasse
Holligen-Drittel,316c,Brunnhofstrasse,7b,3012679,2479,Unbekannte Strasse
Holligen-Drittel,316b,Brunnhofstrasse,3,3012679,2480,Unbekannte Strasse
Holligen-Drittel,316b,Brunnhofstrasse,3a,3012679,2481,Unbekannte Strasse
Holligen-Drittel,316d,Brunnhofstrasse,5,3012679,2482,Unbekannte Strasse
Holligen-Drittel,317a,Belpstrasse,42,3012679,2483,Unbekannte Hausnummer
Holligen-Drittel,317b,Belpstrasse,42a,3012679,2484,Unbekannte Hausnummer
Holligen-Drittel,319a,Philosophenweg,17,3012679,2485,Unbekannte Hausnummer
Holligen-Drittel,319a,Philosophenweg,19,3012679,2486,Unbekannte Hausnummer
Holligen-Drittel,319a,Philosophenweg,19a,3012679,2487,Unbekannte Hausnummer
Holligen-Drittel,320a,Philosophenweg,21,3012679,2488,Unbekannte Hausnummer
Holligen-Drittel,320b,Philosophenweg,23,3012679,2489,Unbekannte Hausnummer
Holligen-Drittel,320d,Philosophenweg,25,3012679,2490,Unbekannte Hausnummer
Holligen-Drittel,321a,Philosophenweg,29,3012679,2491,Unbekannte Hausnummer
Holligen-Drittel,321b,Philosophenweg,27,3012679,2492,Unbekannte Hausnummer
Holligen-Drittel,322,Brunnmattstrasse,36,3012679,2493,OK
Länggass-Drittel,3c,Erlachstrasse,3,3012679,2494,OK
Länggass-Drittel,5,Erlachstrasse,5,3012679,2495,OK
Länggass-Drittel,172a,Laupenstrasse,8,3012679,2496,OK
Länggass-Drittel,172c,Laupenstrasse,8a,3012679,2497,Unbekannte Hausnummer
Länggass-Drittel,172b,Laupenstrasse,10,3012679,2498,OK
Länggass-Drittel,173,Laupenstrasse,12,3012679,2499,Unbekannte Hausnummer
Länggass-Drittel,174a,Laupenstrasse,14,3012679,2500,Unbekannte Hausnummer
Länggass-Drittel,174c,Laupenstrasse,14a,3012679,2501,Unbekannte Hausnummer
Länggass-Drittel,174b,Laupenstrasse,16,3012679,2502,Unbekannte Hausnummer
Länggass-Drittel,175a,Laupenstrasse,2,3012679,2503,OK
Länggass-Drittel,175b,Laupenstrasse,20,3012679,2504,OK
Länggass-Drittel,175b,Laupenstrasse,20a,3012679,2505,OK
Länggass-Drittel,175b,Laupenstrasse,20b,3012679,2506,Unbekannte Hausnummer
Länggass-Drittel,175h,,,3012679,2507,Unbekannte Strasse
Länggass-Drittel,175i,Laupenstrasse,20c,3012679,2508,Unbekannte Hausnummer
Länggass-Drittel,175f,Stadtbachstrasse,11,3012679,2509,Unbekannte Hausnummer
Länggass-Drittel,175t,Stadtbachstrasse,13,3012679,2510,Unbekannte Hausnummer
Länggass-Drittel,175d,Stadtbachstrasse,19a,3012679,2511,Unbekannte Hausnummer
Länggass-Drittel,175e,Stadtbachstrasse,19,3012679,2512,Unbekannte Hausnummer
Länggass-Drittel,175g,Stadtbachstrasse,19b,3012679,2513,Unbekannte Hausnummer
Länggass-Drittel,175k,Stadtbachstrasse,21,3012679,2514,Unbekannte Hausnummer
Länggass-Drittel,175n,Stadtbachstrasse,23,3012679,2515,Unbekannte Hausnummer
Länggass-Drittel,175m,Stadtbachstrasse,23a,3012679,2516,Unbekannte Hausnummer
Länggass-Drittel,176a,Stadtbachstrasse,6,3012680,2517,Unbekannte Hausnummer
Länggass-Drittel,176a,Stadtbachstrasse,6a,3012680,2518,Unbekannte Hausnummer
Länggass-Drittel,176b,Stadtbachstrasse,8,3012680,2519,Unbekannte Hausnummer
Länggass-Drittel,176c,Stadtbachstrasse,10,3012680,2520,OK
Länggass-Drittel,176c,Stadtbachstrasse,10a,3012680,2521,Unbekannte Hausnummer
Länggass-Drittel,176d,Stadtbachstrasse,12,3012680,2522,Unbekannte Hausnummer
Länggass-Drittel,176e,Pavillonweg,3,3012680,2523,OK
Länggass-Drittel,176f,Pavillonweg,5,3012680,2524,OK
Länggass-Drittel,176g,Pavillonweg,7,3012680,2525,OK
Länggass-Drittel,176h,Pavillonweg,9,3012680,2526,OK
Länggass-Drittel,176i,Pavillonweg,11,3012680,2527,OK
Länggass-Drittel,176k,Pavillonweg,13,3012680,2528,OK
Länggass-Drittel,176k,Pavillonweg,10,3012680,2529,OK
Länggass-Drittel,176l,Schanzeneckweg,14,3012680,2530,Unbekannte Strasse
Länggass-Drittel,176m,Schanzeneckweg,17,3012680,2531,Unbekannte Strasse
Länggass-Drittel,176o,Schanzeneckweg,7,3012680,2532,Unbekannte Strasse
Länggass-Drittel,176n,Stadtbachstrasse,8a,3012680,2533,OK
Länggass-Drittel,176p,Schanzeneckweg,9,3012680,2534,Unbekannte Strasse
