Strasse,Hausnummer,PLZ,Ort,EGID,Breitengrad,Längengrad,Bau,Abbruch
Kornhausplatz,17,3011,Bern,1230444,46.9486794,7.4477968,,
Kornhausplatz,18,3011,Bern,1230631,46.9488450,7.4471235,,
Kornhausplatz,19,3011,Bern,1230442,46.9487877,7.4478632,,
Kornhausplatz,20,3011,Bern,2243952,46.9493174,7.4475892,1901,
Kornhausstrasse,1a,3013,Bern,504009020,46.9529256,7.4495667,1928,2023
Kornhausstrasse,1b,3013,Bern,504009019,46.9529081,7.4496689,,2023
Kornhausstrasse,2,3013,Bern,1239333,46.9535995,7.4503900,,
Kornhausstrasse,3,3013,Bern,1239255,46.9530790,7.4492726,,
Kornhausstrasse,3a,3013,Bern,504009018,46.9529625,7.4479740,,
Kornhausstrasse,3b,3013,Bern,192037127,46.9531272,7.4496635,,
Kornhausstrasse,3c,3013,Bern,192037132,46.9531029,7.4497663,,
Kornhausstrasse,4,3013,Bern,1239334,46.9536237,7.4504019,,
Kornhausstrasse,6,3013,Bern,1239335,46.9538013,7.4504876,,
Kornhausstrasse,8,3013,Bern,1239336,46.9538364,7.4504918,,
Kornhausstrasse,10,3013,Bern,1239337,46.9539379,7.4505416,,
Kornhausstrasse,12,3013,Bern,1239338,46.9540386,7.4505905,,
Kornhausstrasse,14,3013,Bern,1239339,46.9541871,7.4508038,,
Kornhausstrasse,14a,3013,Bern,504011974,46.9541853,7.4509053,,
Kornweg,15,3027,Bern,2243957,46.9501870,7.3928786,1986,
Kornweg,17,3027,Bern,1243964,46.9500289,7.3923956,,
Kornweg,17a,3027,Bern,504009017,46.9498903,7.3925345,1986,
Kornweg,21,3027,Bern,1243798,46.9496746,7.3923783,,
Kornweg,25,3027,Bern,1243799,46.9496586,7.3919927,,
Kornweg,27,3027,Bern,1243800,46.9495954,7.3920031,,
Kornweg,29,3027,Bern,1243801,46.9495244,7.3920079,,
Kornweg,31,3027,Bern,1243802,46.9494587,7.3920202,,
Kornweg,33,3027,Bern,1243803,46.9493942,7.3920269,,
Kornweg,35,3027,Bern,1243804,46.9496339,7.3916363,,
Kornweg,37,3027,Bern,1243805,46.9495753,7.3916439,,
Kornweg,39,3027,Bern,1243806,46.9495216,7.3916480,,
Kornweg,41,3027,Bern,1243807,46.9494652,7.3916585,,
Kornweg,43,3027,Bern,1243808,46.9494093,7.3916670,,
Kornweg,45,3027,Bern,1243809,46.9493556,7.3916724,,
Kornweg,45a,3027,Bern,504011967,46.9493116,7.3917587,1946,
Kornweg,47,3027,Bern,1243810,46.9496025,7.3910351,,
Kornweg,49,3027,Bern,1243811,46.9495357,7.3910350,,
Kornweg,50,3027,Bern,1243812,46.9497908,7.3909667,,
Kornweg,51,3027,Bern,1243813,46.9494665,7.3910423,,
Kornweg,52,3027,Bern,1243814,46.9498587,7.3909510,,
Kornweg,53,3027,Bern,1243815,46.9494017,7.3910423,,
Kornweg,54,3027,Bern,1243816,46.9499252,7.3909367,,
Kornweg,55,3027,Bern,1243817,46.9493331,7.3910469,,
Kornweg,56,3027,Bern,1243818,46.9499893,7.3909210,,
Kornweg,57,3027,Bern,1243819,46.9495772,7.3906384,,
Kornweg,58,3027,Bern,1243820,46.9500563,7.3909043,,
Kornweg,58a,3027,Bern,504011966,46.9501254,7.3909257,1945,
Kornweg,59,3027,Bern,1243821,46.9495235,7.3906465,,
Kornweg,60,3027,Bern,1243822,46.9497648,7.3905402,,
Kornweg,61,3027,Bern,1243823,46.9494706,7.3906551,,
Kornweg,62,3027,Bern,1243824,46.9498332,7.3905252,,
Kornweg,63,3027,Bern,1243825,46.9494115,7.3906617,,
Kornweg,64,3027,Bern,1243826,46.9498985,7.3905116,,
Kornweg,65,3027,Bern,1243827,46.9493572,7.3906692,,
Kornweg,66,3027,Bern,1243828,46.9499656,7.3904932,,
Kornweg,67,3027,Bern,1243829,46.9493025,7.3906758,,
Kornweg,67a,3027,Bern,504011965,46.9492543,7.3907619,1946,
Kornweg,68,3027,Bern,1243830,46.9500323,7.3904769,,
Kornweg,68a,3027,Bern,504011964,46.9501015,7.3905001,1945,
Kornweg,70,3027,Bern,1243831,46.9497431,7.3901215,,
Kornweg,71,3027,Bern,1243832,46.9495142,7.3889606,,
Kornweg,72,3027,Bern,1243833,46.9498107,7.3900993,,
Kornweg,73,3027,Bern,1243834,46.9494443,7.3889531,,
Kornweg,74,3027,Bern,1243835,46.9498760,7.3900755,,
Kornweg,75,3027,Bern,1243836,46.9493803,7.3889446,,
Kornweg,76,3027,Bern,1243837,46.9499389,7.3900533,,
Kornweg,77,3027,Bern,1243838,46.9493141,7.3889410,,
Kornweg,78,3027,Bern,1243839,46.9500035,7.3900318,,
Kornweg,78a,3027,Bern,504011963,46.9500747,7.3900515,1945,
Kornweg,79,3027,Bern,1243840,46.9492464,7.3889308,,
Kornweg,81,3027,Bern,1243841,46.9495420,7.3885866,,
Kornweg,83,3027,Bern,1243842,46.9494878,7.3885741,,
Kornweg,85,3027,Bern,1243843,46.9494310,7.3885621,,
Kornweg,87,3027,Bern,1243844,46.9493743,7.3885568,,
Kornweg,89,3027,Bern,1243845,46.9493199,7.3885461,,
Kornweg,90,3027,Bern,1243846,46.9498042,7.3880471,,
Kornweg,91,3027,Bern,1243847,46.9492655,7.3885322,,
Kornweg,91a,3027,Bern,504011962,46.9492033,7.3885997,1947,
Kornweg,92,3027,Bern,1243848,46.9498664,7.3880170,,
Kornweg,93,3027,Bern,504011961,46.9495928,7.3879023,1962,
Kornweg,94,3027,Bern,1243849,46.9499209,7.3879928,,
Kornweg,96,3027,Bern,1243850,46.9499774,7.3879645,,
Kornweg,98,3027,Bern,1243851,46.9500382,7.3879362,,
Kornweg,101,3027,Bern,190196392,46.9496497,7.3874564,1960,
Kornweg,102,3027,Bern,504011973,46.9501464,7.3879121,1948,
Kornweg,103,3027,Bern,504011972,46.9497694,7.3869993,1956,
Kornweg,104,3027,Bern,1243890,46.9502458,7.3878300,,
Kornweg,105,3027,Bern,504011971,46.9500924,7.3868875,1956,
Kornweg,106,3027,Bern,1243891,46.9503032,7.3877953,,
Kornweg,107,3027,Bern,504011970,46.9504160,7.3868463,1953,
Kornweg,108,3027,Bern,1243892,46.9503566,7.3877686,,
Kornweg,109,3027,Bern,1243893,46.9505691,7.3872214,,
Kornweg,110,3027,Bern,1243894,46.9504131,7.3877384,,
Kornweg,111,3027,Bern,191954512,46.9508262,7.3869377,1953,
Kornweg,112,3027,Bern,1243895,46.9504693,7.3877044,,
Kornweg,113,3027,Bern,191954511,46.9508832,7.3876231,1970-06,
Kramburgstrasse,8,3006,Bern,2243972,46.9429642,7.4607459,,
Kramburgstrasse,10,3006,Bern,2243973,46.9428836,7.4605868,1905,
Kramburgstrasse,10a,3006,Bern,504011960,46.9427019,7.4606817,1920,
Kramburgstrasse,12,3006,Bern,504011959,46.9427681,7.4603586,1906,
Kramburgstrasse,14,3006,Bern,1236519,46.9426469,7.4601200,,
Kramburgstrasse,16,3006,Bern,1236511,46.9425853,7.4599984,,
Kramburgstrasse,16a,3006,Bern,504011958,46.9425176,7.4599261,1960,
Kramburgstrasse,18,3006,Bern,1236512,46.9424934,7.4598163,,
Kramburgstrasse,20,3006,Bern,1236513,46.9424234,7.4596786,,
Kramgasse,1,3011,Bern,1230364,46.9478911,7.4521624,,
Kramgasse,2,3011,Bern,1230448,46.9481260,7.4521335,,
Kramgasse,3,3011,Bern,1230365,46.9478835,7.4520780,,
Kramgasse,4,3011,Bern,1230449,46.9481238,7.4521045,,
Kramgasse,5,3011,Bern,2243976,46.9478799,7.4520199,1778,
Kramgasse,6,3011,Bern,1230450,46.9481667,7.4519086,,
Kramgasse,7,3011,Bern,1230366,46.9478605,7.4517957,,
Kramgasse,8,3011,Bern,1230451,46.9481261,7.4518169,,
Kramgasse,9,3011,Bern,1230367,46.9478307,7.4517640,,
Kramgasse,10,3011,Bern,1230452,46.9481424,7.4516632,,
Kramgasse,11,3011,Bern,1230368,46.9478551,7.4516050,,
Kramgasse,12,3011,Bern,1230453,46.9480918,7.4515642,,
Kramgasse,13,3011,Bern,1230369,46.9478262,7.4515219,,
Kramgasse,14,3011,Bern,1230454,46.9481171,7.4514646,,
Kramgasse,15,3011,Bern,1230370,46.9478497,7.4514553,,
Kramgasse,16,3011,Bern,1230455,46.9481225,7.4512944,,
Kramgasse,17,3011,Bern,1230371,46.9478492,7.4513768,,
Kramgasse,18,3011,Bern,1230456,46.9480995,7.4512192,,
Kramgasse,19,3011,Bern,1230349,46.9478223,7.4511474,,
Kramgasse,19a,3011,Bern,1230349,46.9478194,7.4512514,,
Kramgasse,20,3011,Bern,1230457,46.9480874,7.4509494,,
Kramgasse,21,3011,Bern,1230372,46.9478488,7.4510282,,
Kramgasse,23,3011,Bern,1230373,46.9478382,7.4510046,,
Kramgasse,25,3011,Bern,1230374,46.9478463,7.4508763,,
Kramgasse,26,3011,Bern,1230458,46.9480865,7.4508478,,
Kramgasse,27,3011,Bern,1230375,46.9478501,7.4508485,,
Kramgasse,28,3011,Bern,1230459,46.9480892,7.4507667,,
Kramgasse,29,3011,Bern,1230376,46.9477656,7.4507169,,
Kramgasse,30,3011,Bern,1230460,46.9480906,7.4507013,,
Kramgasse,31,3011,Bern,1230385,46.9477762,7.4506773,,
Kramgasse,32,3011,Bern,1230461,46.9481181,7.4506341,,
Kramgasse,33,3011,Bern,2243977,46.9478082,7.4505585,1966,
Kramgasse,34,3011,Bern,2243978,46.9481773,7.4505246,,
Kramgasse,35,3011,Bern,1230386,46.9478408,7.4504855,,
Kramgasse,36,3011,Bern,1230466,46.9481060,7.4504540,1940,
Kramgasse,37,3011,Bern,1230387,46.9478318,7.4503332,,
Kramgasse,39,3011,Bern,1230388,46.9478515,7.4502827,,
Kramgasse,40,3011,Bern,2243979,46.9481038,7.4501951,1972,
Kramgasse,41,3011,Bern,1230389,46.9478512,7.4502558,,
Kramgasse,42,3011,Bern,1230467,46.9481875,7.4500190,,
Kramgasse,43,3011,Bern,1230390,46.9478312,7.4501941,,
Kramgasse,45,3011,Bern,1230391,46.9478250,7.4500793,,
Kramgasse,46,3011,Bern,1230467,46.9481486,7.4499891,,
Kramgasse,47,3011,Bern,1230392,46.9478200,7.4500509,,
Kramgasse,48,3011,Bern,1230467,46.9480851,7.4499399,,
Kramgasse,49,3011,Bern,1230393,46.9478474,7.4499783,,
Kramgasse,50,3011,Bern,1230467,46.9480829,7.4499121,,
Kramgasse,51,3011,Bern,1230394,46.9478477,7.4499104,,
Kramgasse,52,3011,Bern,1230469,46.9480987,7.4498090,,
Kramgasse,53,3011,Bern,1230395,46.9477624,7.4497704,,
Kramgasse,54,3011,Bern,1230470,46.9480766,7.4496795,,
Kramgasse,55,3011,Bern,1230396,46.9478112,7.4496814,,
Kramgasse,56,3011,Bern,1230471,46.9480938,7.4495727,,
Kramgasse,57,3011,Bern,1230397,46.9478198,7.4495823,,
Kramgasse,58,3011,Bern,1230472,46.9480699,7.4495504,,
Kramgasse,59,3011,Bern,1230398,46.9478323,7.4495067,,
Kramgasse,60,3011,Bern,1230473,46.9480683,7.4494219,,
Kramgasse,61,3011,Bern,1230399,46.9478248,7.4493085,,
Kramgasse,62,3011,Bern,1230474,46.9480830,7.4493640,,
Kramgasse,63,3011,Bern,1230400,46.9478386,7.4492358,,
Kramgasse,64,3011,Bern,1230475,46.9480721,7.4493393,,
Kramgasse,65,3011,Bern,2243981,46.9478050,7.4490616,1957,
Kramgasse,66,3011,Bern,1230476,46.9480974,7.4491805,,
Kramgasse,67,3011,Bern,1230415,46.9478597,7.4490135,,
Kramgasse,68,3011,Bern,2243982,46.9481574,7.4490959,1857,
Kramgasse,69,3011,Bern,1230416,46.9478545,7.4488830,,
Kramgasse,70,3011,Bern,1230487,46.9482231,7.4490682,,
Kramgasse,71,3011,Bern,2243983,46.9478265,7.4488513,,
Kramgasse,72,3011,Bern,1230488,46.9480867,7.4488673,,
Kramgasse,73,3011,Bern,2243984,46.9478625,7.4487343,1970,
Kramgasse,74,3011,Bern,1230489,46.9481184,7.4487414,,
Kramgasse,75,3011,Bern,1230417,46.9478359,7.4486613,,
Kramgasse,76,3011,Bern,1230490,46.9481407,7.4486159,,
Kramgasse,77,3011,Bern,1230418,46.9478629,7.4486308,,
Kramgasse,78,3011,Bern,1230491,46.9481150,7.4484735,,
Kramgasse,79,3011,Bern,1230419,46.9478472,7.4485534,,
Kramgasse,80,3011,Bern,1230492,46.9481154,7.4484470,,
Kramgasse,81,3011,Bern,1230420,46.9478660,7.4484209,,
Kramgasse,82,3011,Bern,2243985,46.9481376,7.4483271,1800,
Kramgasse,83,3011,Bern,2243986,46.9478465,7.4483950,,
Kramgasse,84,3011,Bern,1230493,46.9481852,7.4482481,,
Kramgasse,85,3011,Bern,1230410,46.9478530,7.4483010,,
Kramgasse,87,3011,Bern,1230410,46.9478523,7.4482211,,
Kreuzgasse,2,3011,Bern,1230448,46.9482674,7.4522493,,
Kreuzgasse,3,3011,Bern,1230251,46.9477012,7.4524252,,
Kreuzmattgasse,7,3010,Bern,191792440,46.9472580,7.4249093,2023-07,
Kreuzmattgasse,16,3010,Bern,504012582,46.9484217,7.4239086,1963,
Kreuzmattgasse,18,3010,Bern,504012583,46.9486432,7.4241439,1964,
Kreuzmattgasse,20,3010,Bern,504012568,46.9486265,7.4235542,1910,
Kreuzmattgasse,22,3010,Bern,504009286,46.9484620,7.4234906,,
Krippenstrasse,16,3008,Bern,1232940,46.9456431,7.4116147,,
Krippenstrasse,18,3008,Bern,1232941,46.9454407,7.4112661,,
Krippenstrasse,20,3008,Bern,1232942,46.9453435,7.4110987,,
Krippenstrasse,22,3008,Bern,1232943,46.9452464,7.4109316,,
Krippenstrasse,24,3008,Bern,1232944,46.9449764,7.4106573,,
Krippenstrasse,26,3008,Bern,1232945,46.9448698,7.4104749,,
Krippenstrasse,28,3008,Bern,2243988,46.9446252,7.4099774,1906,
Krippenstrasse,30,3008,Bern,1232972,,,,2016
Krippenstrasse,30,3008,Bern,191205990,46.9445078,7.4095456,2017-08,
Krippenstrasse,32,3008,Bern,1232973,,,,2016
Krippenstrasse,32,3008,Bern,191205990,46.9446680,7.4094589,2017-08,
Krippenstrasse,32,3008,Bern,191206051,,,,2019
Krippenstrasse,34,3008,Bern,1232974,46.9442630,7.4094436,,
Krippenstrasse,36,3008,Bern,1232975,46.9443524,7.4093322,,
Krippenstrasse,38,3008,Bern,1232976,46.9444439,7.4092186,,
Krippenstrasse,40,3008,Bern,1232977,46.9445345,7.4091068,,
Krippenstrasse,42,3008,Bern,504009016,46.9443983,7.4094298,1959,
Kuhnweg,2,3006,Bern,1238621,46.9498497,7.4667529,,
Kuhnweg,4,3006,Bern,1238622,46.9498660,7.4668056,,
Kuhnweg,6,3006,Bern,1238623,46.9499524,7.4670891,,
Kuhnweg,8,3006,Bern,1238624,46.9499686,7.4671418,,
Kuhnweg,10,3006,Bern,1238625,46.9500533,7.4674174,,
Kuhnweg,12,3006,Bern,1238626,46.9500696,7.4674701,,
Kuhnweg,14,3006,Bern,1238627,46.9501550,7.4677456,,
Kuhnweg,16,3006,Bern,1238628,46.9501713,7.4677983,,
Kursaalstrasse,3,3013,Bern,1239276,46.9539373,7.4484633,,
Kursaalstrasse,5,3013,Bern,1239277,46.9540013,7.4484946,,
Kursaalstrasse,6,3013,Bern,1239310,46.9541634,7.4487838,,
Kursaalstrasse,7,3013,Bern,1239278,46.9540754,7.4485304,,
Kursaalstrasse,9,3013,Bern,1239279,46.9542467,7.4486136,,
Kursaalstrasse,10,3013,Bern,1239311,46.9544308,7.4489180,,
Kursaalstrasse,11,3013,Bern,1239280,46.9543148,7.4486467,,
Kursaalstrasse,13,3013,Bern,1239281,46.9543923,7.4486845,,
Kursaalstrasse,15,3013,Bern,1239282,46.9544623,7.4487186,,
Kyburgstrasse,1,3013,Bern,1239466,46.9559609,7.4488489,,
Kyburgstrasse,3,3013,Bern,1239467,46.9560515,7.4487893,,
Kyburgstrasse,5,3013,Bern,1239468,46.9561217,7.4487383,,
Kyburgstrasse,6,3013,Bern,1239476,46.9565379,7.4488733,,
Kyburgstrasse,7,3013,Bern,1239477,46.9562474,7.4486373,,
Kyburgstrasse,8,3013,Bern,1239478,46.9565805,7.4487143,,
Kyburgstrasse,9,3013,Bern,1239479,46.9562695,7.4486239,,
Kyburgstrasse,10,3013,Bern,1239480,46.9567057,7.4486131,,
Kyburgstrasse,11,3013,Bern,1239481,46.9563890,7.4485276,,
Kyburgstrasse,12,3013,Bern,1239482,46.9568195,7.4486124,,
Kyburgstrasse,13,3013,Bern,1239483,46.9564126,7.4485086,,
Käfiggässchen,6,3011,Bern,1230598,46.9479853,7.4440996,,
Käfiggässchen,8,3011,Bern,2241901,46.9479382,7.4440909,,
Käfiggässchen,10,3011,Bern,1230577,46.9477437,7.4440814,1931,
Käfiggässchen,22,3011,Bern,191990142,46.9475949,7.4440825,1700,
Käfiggässchen,26,3011,Bern,191990273,46.9474997,7.4440869,1694,
Käfiggässchen,30,3011,Bern,1230580,46.9474853,7.4440894,,
Käfiggässchen,32,3011,Bern,1230578,46.9474399,7.4440976,1900,
Königweg,1,3006,Bern,2247338,46.9467318,7.4737630,,
Königweg,1a,3006,Bern,9081697,46.9465225,7.4734863,,
Königweg,1b,3006,Bern,504009015,46.9468664,7.4735359,,
Königweg,1c,3006,Bern,504011957,46.9469119,7.4736220,,2024
Königweg,2,3006,Bern,2247339,46.9466033,7.4739083,,
Königweg,2a,3006,Bern,504011956,46.9464721,7.4735428,,
Königweg,2b,3006,Bern,504009014,46.9463487,7.4738351,,
Königweg,2c,3006,Bern,504011955,46.9464120,7.4740305,,2024
Königweg,3,3006,Bern,2247340,46.9468680,7.4740200,,
Königweg,3a,3006,Bern,504011954,46.9469532,7.4737147,,2024
Königweg,3b,3006,Bern,504011953,46.9470059,7.4738008,,2024
Königweg,4,3006,Bern,2247341,46.9467396,7.4741651,,
Königweg,4a,3006,Bern,504011952,46.9465181,7.4742099,,2024
Königweg,4b,3006,Bern,504011951,46.9466114,7.4744056,,2024
Könizstrasse,1,3008,Bern,2243899,46.9444566,7.4219558,1955,
Könizstrasse,3,3008,Bern,1234268,46.9443562,7.4216776,,
Könizstrasse,4,3008,Bern,1233200,46.9443010,7.4210782,,
Könizstrasse,5,3008,Bern,1234269,46.9442614,7.4215322,,
Könizstrasse,6,3008,Bern,1233201,46.9443881,7.4209261,,
Könizstrasse,7,3008,Bern,1234270,46.9441600,7.4213927,,
Könizstrasse,8,3008,Bern,2243900,46.9440948,7.4209706,1944,
Könizstrasse,11,3008,Bern,190900709,46.9438794,7.4210761,1920,
Könizstrasse,12,3008,Bern,2243902,46.9439885,7.4207097,1968,
Könizstrasse,13,3008,Bern,2243903,46.9439166,7.4211130,1954,
Könizstrasse,14,3008,Bern,1233204,46.9437892,7.4205297,,
Könizstrasse,15,3008,Bern,1234276,46.9435202,7.4207695,,
Könizstrasse,16,3008,Bern,1233205,46.9438456,7.4203538,,
Könizstrasse,17,3008,Bern,1234277,46.9433927,7.4206769,,
Könizstrasse,18,3008,Bern,1233206,46.9435698,7.4204411,,
Könizstrasse,19,3008,Bern,1234278,46.9432652,7.4205852,,
Könizstrasse,19a,3008,Bern,1234279,46.9430555,7.4204326,,
Könizstrasse,20,3008,Bern,1233207,46.9436189,7.4202909,,
Könizstrasse,21,3008,Bern,1234280,46.9428242,7.4202644,,
Könizstrasse,21a,3008,Bern,1234281,46.9427628,7.4202198,,
Könizstrasse,21b,3008,Bern,1234282,46.9426448,7.4201342,,
Könizstrasse,21c,3008,Bern,504009012,46.9425142,7.4200571,1990,
Könizstrasse,22,3008,Bern,1233208,46.9436763,7.4201179,,
Könizstrasse,22a,3008,Bern,504011950,46.9437467,7.4200664,1935,
Könizstrasse,23,3008,Bern,2247272,46.9424415,7.4207014,1990,
Könizstrasse,24,3008,Bern,1233209,46.9433186,7.4200995,,
Könizstrasse,25,3008,Bern,2243905,46.9423511,7.4203452,1987,
Könizstrasse,25a,3008,Bern,504009011,46.9420997,7.4202281,,
Könizstrasse,26,3008,Bern,1233210,46.9431499,7.4199777,,
Könizstrasse,27,3008,Bern,1234288,46.9423803,7.4201731,,
Könizstrasse,28,3008,Bern,1233211,46.9429819,7.4198554,,
Könizstrasse,29,3008,Bern,1234289,46.9422786,7.4198686,,
Könizstrasse,30,3008,Bern,1233212,46.9427150,7.4195862,,
Könizstrasse,31,3008,Bern,1234290,46.9421070,7.4198617,,
Könizstrasse,32,3008,Bern,1233213,46.9425465,7.4194636,,
Könizstrasse,33,3008,Bern,1234291,46.9420763,7.4199518,,
Könizstrasse,34,3008,Bern,1233214,46.9423974,7.4193552,,
Könizstrasse,35,3008,Bern,1234292,46.9420649,7.4199853,,
Könizstrasse,36,3008,Bern,1233215,46.9422289,7.4192326,,
Könizstrasse,37,3008,Bern,1234293,46.9420200,7.4201172,,
Könizstrasse,38,3008,Bern,1233216,46.9419227,7.4190842,,
Könizstrasse,39,3008,Bern,1234294,46.9422312,7.4205843,,
Könizstrasse,39a,3008,Bern,1234295,46.9421158,7.4205002,,
Könizstrasse,40,3008,Bern,1233217,46.9417543,7.4189616,,
Könizstrasse,41,3008,Bern,1234296,46.9420008,7.4204163,,
Könizstrasse,41a,3008,Bern,1234297,46.9418857,7.4203324,,
Könizstrasse,42,3008,Bern,1233218,46.9415859,7.4188391,,
Könizstrasse,43,3008,Bern,1234298,46.9417706,7.4202485,,
Könizstrasse,43a,3008,Bern,1234299,46.9416544,7.4201638,,
Könizstrasse,45,3008,Bern,1234300,46.9419015,7.4197006,,
Könizstrasse,47,3008,Bern,1234301,46.9418935,7.4197241,,
Könizstrasse,49,3008,Bern,1234302,46.9418358,7.4198940,,
Könizstrasse,51,3008,Bern,1234303,46.9418278,7.4199175,,
Könizstrasse,53,3008,Bern,1234304,46.9415607,7.4197987,,
Könizstrasse,53a,3008,Bern,1234317,46.9414493,7.4201247,,
Könizstrasse,55,3008,Bern,1234305,46.9415660,7.4197834,,
Könizstrasse,57,3008,Bern,1234306,46.9416116,7.4193846,,
Könizstrasse,59,3008,Bern,1234307,46.9415955,7.4193729,,
Könizstrasse,60,3008,Bern,2243906,46.9412276,7.4187316,1979,
Könizstrasse,60a,3008,Bern,504009010,46.9414341,7.4187063,,
Könizstrasse,61,3008,Bern,1234308,46.9414914,7.4192974,,
Könizstrasse,63,3008,Bern,1234309,46.9413871,7.4192215,,
Könizstrasse,65,3008,Bern,1234310,46.9413710,7.4192098,,
Könizstrasse,65a,3008,Bern,504011949,46.9412091,7.4193742,1931,
Könizstrasse,67,3008,Bern,1234311,46.9411959,7.4190815,,
Könizstrasse,69,3008,Bern,1234312,46.9410942,7.4190074,,
Könizstrasse,71,3008,Bern,1234313,46.9410022,7.4189667,,
Könizstrasse,73,3008,Bern,504009009,46.9406763,7.4186498,2005,
Könizstrasse,73a,3008,Bern,504011948,46.9405444,7.4189381,2006,
Könizstrasse,74,3008,Bern,1233187,46.9400943,7.4175899,,
Könizstrasse,74a,3008,Bern,504009008,46.9405757,7.4174572,1967,
Könizstrasse,75,3008,Bern,2243910,,,,2004
Könizstrasse,76,3008,Bern,1233280,46.9397660,7.4174229,,
Könizstrasse,76a,3008,Bern,504009007,46.9396036,7.4174058,1968,
Könizstrasse,77,3008,Bern,1233576,46.9401023,7.4182844,,
Könizstrasse,78,3008,Bern,1233281,46.9397941,7.4172884,,
Könizstrasse,79,3008,Bern,1233577,46.9399945,7.4182056,,
Könizstrasse,80,3008,Bern,1233282,46.9393800,7.4172063,,
Könizstrasse,80a,3008,Bern,504009006,46.9391954,7.4171027,1972,
Könizstrasse,81,3008,Bern,1233578,46.9398850,7.4181248,,
Könizstrasse,82,3008,Bern,1233283,46.9395174,7.4169941,,
Könizstrasse,83,3008,Bern,1233579,46.9397766,7.4180461,,
Könizstrasse,84,3008,Bern,1233284,46.9390201,7.4169270,,
Könizstrasse,84a,3008,Bern,504009005,46.9388787,7.4165443,1970,
Könizstrasse,85,3008,Bern,1233625,46.9395602,7.4179247,,
Könizstrasse,86,3008,Bern,1233285,46.9390775,7.4168087,,
Könizstrasse,88,3008,Bern,1233286,46.9386435,7.4167060,,
Könizstrasse,90,3008,Bern,1233287,46.9387000,7.4165877,,
Könizstrasse,92,3008,Bern,504011947,46.9378355,7.4164673,2003,
Könizstrasse,111,3008,Bern,191862301,46.9378797,7.4173214,2015,
Könizstrasse,113,3008,Bern,504009013,46.9378285,7.4167806,2012,
Könizstrasse,117,3008,Bern,190181184,46.9373491,7.4166142,2010,
Könizstrasse,119,3008,Bern,190181185,46.9371790,7.4165145,2010,
Könizstrasse,121,3008,Bern,190181188,46.9369899,7.4164037,2011,
Könizstrasse,123,3008,Bern,190181189,46.9368008,7.4162928,2011,
Könizstrasse,131,3008,Bern,2243917,,,,2009
Könizstrasse,131f,3008,Bern,1233629,,,,1999
Lagerhausweg,2,3018,Bern,504009002,46.9376150,7.3950469,2000,
Lagerhausweg,10,3018,Bern,1241671,46.9373528,7.3942746,1993,
Lagerhausweg,10a,3018,Bern,504009004,46.9376274,7.3945029,,
Lagerhausweg,12,3018,Bern,191338690,46.9369980,7.3938073,2017,
Lagerhausweg,12a,3018,Bern,191338690,46.9370863,7.3937983,2017,
Lagerhausweg,12b,3018,Bern,191338690,46.9371992,7.3936478,2017,
Lagerhausweg,12c,3018,Bern,191338690,46.9373300,7.3934734,2017,
Lagerhausweg,12d,3018,Bern,504009003,46.9371743,7.3938057,,
Lagerhausweg,24,3018,Bern,1241672,46.9364255,7.3926079,,
Lagerhausweg,24a,3018,Bern,2244021,46.9362805,7.3927192,1947,
Lagerhausweg,24b,3018,Bern,504011946,46.9363070,7.3925161,1947,
Lagerhausweg,25,3018,Bern,191761618,46.9359832,7.3926443,1957,2019
Lagerhausweg,26,3018,Bern,2244024,46.9361054,7.3924449,1948,
Lagerhausweg,27,3018,Bern,2244025,46.9355724,7.3919391,1924,2019
Lagerhausweg,30,3018,Bern,2244026,46.9358866,7.3920509,1987,
Lagerhausweg,34,3018,Bern,2244027,46.9357004,7.3917470,1983,
Lagerhausweg,35,3018,Bern,191706275,46.9352416,7.3915406,,2021
Lagerhausweg,41,3018,Bern,1241673,46.9345596,7.3901124,,
Lagerhausweg,41a,3018,Bern,504011945,46.9342104,7.3896265,2001,
Lagerweg,1,3013,Bern,1241006,46.9566623,7.4468085,,
Lagerweg,2,3013,Bern,1241007,46.9567820,7.4467836,,
Lagerweg,3,3013,Bern,1241008,46.9565760,7.4467494,,
Lagerweg,4,3013,Bern,1241009,46.9567656,7.4466013,,
Lagerweg,5,3013,Bern,1241010,46.9565529,7.4465392,,
Lagerweg,5a,3013,Bern,1241011,46.9565774,7.4465343,,
Lagerweg,6,3013,Bern,1241012,46.9567465,7.4463929,,
Lagerweg,7,3013,Bern,1241014,46.9565675,7.4457924,,
Lagerweg,8,3013,Bern,1241013,46.9567269,7.4461827,,
Lagerweg,9,3013,Bern,1241015,46.9565566,7.4456759,,
Lagerweg,12,3013,Bern,1241017,46.9567169,7.4454154,,
Landhausweg,3,3007,Bern,1234948,46.9368388,7.4339158,,
Landhausweg,5,3007,Bern,1234949,46.9367098,7.4338282,,
Landhausweg,6,3007,Bern,1234975,46.9366289,7.4334926,,
Landhausweg,7,3007,Bern,1234950,46.9366127,7.4337818,,
Landhausweg,8,3007,Bern,1234976,46.9364968,7.4333978,,
Landhausweg,9,3007,Bern,1234951,46.9364366,7.4337877,,
Landhausweg,10,3007,Bern,1234977,46.9363352,7.4332725,,
Landhausweg,11,3007,Bern,90001106,46.9360875,7.4332850,2002,
Landhausweg,23,3007,Bern,504011944,46.9357450,7.4327031,1997,
Landhausweg,26,3007,Bern,1235189,46.9361950,7.4319930,,
